DisNo.,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected,"Total Damage, Adjusted ('000 US$)",Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium"
2012-0190-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Ninglang Yi Zizhixian area (Liangshan Yi district, Sichuan Sheng province), Yanyuan Xian area (Lijiang district, Yunnan Sheng province)",No,No,No,,5.5,Moment Magnitude,27.767,100.781,,2012.0,6.0,24.0,2012.0,6.0,24.0,34234.0,398140.0,,
2012-0275-IRN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Varzeghan village (Ahar district, East Azarbayejan province), Heris, Tabriz districts (East Azarbayejan province)",No,No,No,28540.0,6.4,Moment Magnitude,38.329,46.826,,2012.0,8.0,11.0,2012.0,8.0,11.0,61546.0,663567.0,,
2012-0313-USA,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,"Mississippi, Louisiana provinces",No,No,Yes,,,Kph,30.503,-89.35,,2012.0,8.0,28.0,2012.0,8.0,29.0,60000.0,2654266.0,,
2012-0318-SEN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,SEN,Senegal,Sub-Saharan Africa,Africa,"Touba city (Ndame area, Mbacke district, Diourbel province), Diaoulé village (Diakhao area, Fatick district, Fatick province), Dakar province",Yes,No,No,,79242.0,Km2,14.46,-15.49,,2012.0,8.0,15.0,2012.0,8.0,31.0,57000.0,13271.0,,
2012-0334-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",No,No,No,,31390.0,Km2,30.1135,78.85,,2012.0,8.0,4.0,2012.0,8.0,9.0,1200.0,145985.0,,
2012-0338-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,No,No,No,,6.3,Moment Magnitude,43.433,84.7,,2012.0,6.0,29.0,2012.0,6.0,29.0,155052.0,90245.0,,
2012-0343-CRI,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)",No,No,No,,7.6,Moment Magnitude,10.085,-85.315,,2012.0,9.0,5.0,2012.0,9.0,5.0,762.0,59721.0,,
2012-0350-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Yiliang area (Zhaotong district, Yunnan Sheng province), Weining area (Bijie district, Guizhou Sheng province)",No,No,No,,5.5,Moment Magnitude,27.575,103.983,,2012.0,9.0,7.0,2012.0,9.0,7.0,744821.0,1327133.0,,
2012-0351-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Ninh Binh, Ha Tinh, Thanh Hoa, Nghe An provinces",No,No,No,,24179.0,Km2,38.19,126.24,,2012.0,9.0,2.0,2012.0,9.0,11.0,17540.0,39814.0,,
2012-0354-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",No,No,No,,37710.0,Km2,31.3,76.85,,2012.0,9.0,16.0,2012.0,9.0,18.0,200.0,26543.0,,
2012-0382-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",No,No,No,,42597.0,Km2,26.8,93.63,,2012.0,9.0,19.0,2012.0,9.0,23.0,2000000.0,130059.0,,
2012-0407-GTM,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",Yes,No,Yes,,7.4,Moment Magnitude,13.988,-91.895,,2012.0,11.0,7.0,2012.0,11.0,7.0,1321742.0,278698.0,,
2012-0417-MMR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",No,No,No,,6.8,Moment Magnitude,23.005,95.885,,2012.0,11.0,11.0,2012.0,11.0,11.0,1486.0,1553.0,,
2012-0431-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)",No,No,No,,7.6,Moment Magnitude,10.811,126.638,,2012.0,8.0,31.0,2012.0,8.0,31.0,28879.0,4305.0,,
2012-0446-GBR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Morpeth, Newburn, Cheshire, Rothbury, Gilling west villages (Northumberland district) (England province) ; North Yorkshire district (England province)",No,No,No,,8507.0,Km2,54.04,-2.13,,2012.0,9.0,23.0,2012.0,9.0,27.0,1500.0,107498.0,,
2012-0466-ITA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,"Massa-carrara, Pisa, Livorno, Siena districts (Toscana province) Capalbio, Albinia, Orbetello towns (Grossetto district, Toscana province), Orvieto town (Terni district, Umbria province), Venezia district (Veneto province), Roma district (Lazio province)",No,No,No,,,Km2,43.1605,12.41,,2012.0,11.0,11.0,2012.0,11.0,18.0,1200.0,19907.0,,
2012-0469-ZAF,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Bathurst, Port Alfred, Kenton-on-Sea towns (Ndlambe area, Cacadu district, Eastern Cape province), Grahamstown town (Makana area, Cacadu district, Eastern Cape province)",No,No,No,,14489.0,Km2,-32.93,26.56,,2012.0,10.0,24.0,2012.0,10.0,29.0,125000.0,265427.0,,
2012-0477-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Wuhan, Huangshi districts (Hubei Sheng province)",No,No,No,,92141.0,Km2,31.41,113.04,,2012.0,7.0,9.0,2012.0,7.0,25.0,140000.0,796280.0,,
2012-0536-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,No,No,No,,5.3,Moment Magnitude,38.745,88.098,,2012.0,12.0,7.0,2012.0,12.0,7.0,5500.0,127405.0,,
2012-0537-LKA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Matale, Kandy, Nuwara Eliya districts (Central province), Batticaloa district (Eastern province), Polonnaruwa, Kurunegala districts (North Central province), Galle, Hambantota districts (Southern province), Badulla, Moneragala districts (Uva province)",No,No,No,,49084.0,Km2,7.976,80.77,,2012.0,12.0,17.0,2012.0,12.0,19.0,447021.0,1593.0,,
2012-0552-GBR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"St Asaph city (Clwyd district, North Wales, Wales province), Roanheads area in Peterhead city (Grampians district), Wick (Highland district) (Scotland province) ; Northamptonshire, Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast of England) (England province)",No,No,No,,,Km2,53.45,-1.19,"Thames, Ouse, Derwent, Cree, Ruchill",2012.0,11.0,21.0,2012.0,12.0,18.0,1700.0,2163227.0,,
2012-0604-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,No,No,No,,5.9,Moment Magnitude,39.383,81.307,,2012.0,3.0,9.0,2012.0,3.0,9.0,36641.0,111479.0,,
2013-0007-IDN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,Dki Jakarta province,Yes,No,No,,1746.0,Km2,-6.17945,106.73,,2013.0,1.0,17.0,2013.0,1.0,31.0,248846.0,3923921.0,,
2013-0029-SLB,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,SLB,Solomon Islands,Melanesia,Oceania,Santa Cruz islands (Temotu (Adminitrative unit not available) province),Yes,No,No,,8.0,Moment Magnitude,-10.799,165.114,,2013.0,2.0,6.0,2013.0,2.0,6.0,3329.0,2616.0,,
2013-0058-COL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,"Narino, Cauca, Risaralda, Quindio,Valle Del Cauca provinces",No,No,No,,6.9,Moment Magnitude,1.135,-77.393,,2013.0,2.0,9.0,2013.0,2.0,9.0,10015.0,5232.0,,
2013-0063-IDN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Kota Manado, Kepulauan-sangihe districts (Sulawesi Utara province), Rokanhulu district (Riau province)",No,No,No,,28873.67,Km2,1.0256,124.51,,2013.0,2.0,15.0,2013.0,2.0,22.0,58040.0,2616.0,,
2013-0079-MUS,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,MUS,Mauritius,Sub-Saharan Africa,Africa,Port Louis province,No,No,No,,1679.67,Km2,-20.2305,57.52,,2013.0,3.0,30.0,2013.0,4.0,3.0,82.0,2616.0,,
2013-0081-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Eryuan Xian, Yangbi Yi Zizhixian, Yunlong Xian areas (Dali Bali district, Yunnan Sheng province)",No,No,No,,5.2,Moment Magnitude,25.98,99.812,,2013.0,3.0,3.0,2013.0,3.0,3.0,427740.0,73247.0,,
2013-0098-IRN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Shonbeh ,Kaki villages (Dashty district, Bushehr province), Baghan,Tasouj villages (Shiraz district, Fars province)",No,No,No,,6.4,Moment Magnitude,28.428,51.593,,2013.0,4.0,9.0,2013.0,4.0,9.0,4350.0,784784.0,,
2013-0116-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Lushan area (Ya'an district, Sichuan Sheng province)",No,No,No,,6.6,Moment Magnitude,30.308,102.888,,2013.0,4.0,20.0,2013.0,4.0,20.0,2198785.0,8894220.0,,
2013-0119-ARG,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires city (Buenos Aires D.f. province), La Plata city (La Plata district, Buenos Aires province)",No,No,No,,18135.4,Km2,-34.4809,-58.68,,2013.0,4.0,1.0,2013.0,4.0,7.0,350000.0,1700366.0,,
2013-0123-KEN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,"Naivasha town (Nakuru district, Rift Valley province), Turkana, West Pokot, Baringo, Marakwet, Keiyo districts (Rift Valley province), Kisumu district (Nyanza province), Muranga, Nyeri, Kiambu districts (Central province), Coast, Western provinces",No,No,No,,73170.41,Km2,2.46174,36.72,Nzoia river,2013.0,3.0,10.0,2013.0,4.0,30.0,100020.0,47087.0,,
2013-0140-IND,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,Administrive unit not available district (Jammu and Kashmir province),No,No,No,,5.7,Moment Magnitude,33.061,75.863,,2013.0,5.0,1.0,2013.0,5.0,1.0,59350.0,156957.0,,
2013-0190-CAN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,"Calgary city (Division No. 6 district, Southern Alberta province)",No,No,Yes,,307926.0,Km2,51.24,-109.64,"Sheep, Red Deer, Hihwood, Saskatchevan rivers",2013.0,6.0,20.0,2013.0,6.0,27.0,100000.0,7455449.0,,
2013-0192-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",Yes,No,No,,131743.41,Km2,32.714,76.61,"Ganges, Yamuna, Ghaghara tivers",2013.0,6.0,12.0,2013.0,6.0,27.0,504473.0,1438771.0,,
2013-0200-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Guangdong Sheng, Jiangxi Sheng, Hubei Sheng, Sichuan Sheng, Guizhou Sheng provinces",No,No,No,,84761.74,Km2,23.6387,114.46,,2013.0,5.0,12.0,2013.0,5.0,28.0,300000.0,864571.0,,
2013-0205-DEU,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DEU,Germany,Western Europe,Europe,"Gera, Greiz, Saale-Holzland, Altenburger cities (Thueringen province), Magdeburg city (Sachsen-Anhalt province), Wurzburg, Regensburg cities (Oberpfalz distric), Passau city (Niederbayern distric), Rosenheim city (Oberbayern distric) (Bayern province), Grimma city (Sachsen province) ; Brandenburg, Baden-Wurttemberg province",No,No,Yes,,241203.7,Km2,49.1358,12.11,"Danube, Elbe, Neckar, Mosel, Rhune",2013.0,5.0,28.0,2013.0,6.0,18.0,6350.0,16872859.0,,
2013-0206-TWN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Taiwan Sheng province,No,No,No,,6.2,Moment Magnitude,23.789,121.141,,2013.0,6.0,2.0,2013.0,6.0,2.0,1519.0,1439.0,,
2013-0235-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Aceh Tengah, Bener Meriah districts (Nangroe Aceh Darussalam province)",Yes,No,No,,6.1,Moment Magnitude,4.645,96.665,,2013.0,7.0,2.0,2013.0,7.0,2.0,55935.0,170037.0,,
2013-0242-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Gannan Tibetan, Longnan, Dingxi, Tianshui, Baiyin, Lanzhou districts (Gansu Sheng province)",No,No,No,,5.9,Moment Magnitude,34.512,104.262,,2013.0,7.0,22.0,2013.0,7.0,22.0,123887.0,1307974.0,,
2013-0259-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Dujiangyan Shi area (Chengdu district, Sichuan Sheng province), Wenchuan Xian area (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Beichuan Xian area (Mianyang district, Sichuan Sheng province)",No,No,No,,419827.15,Km2,30.4563,104.02,,2013.0,7.0,7.0,2013.0,7.0,17.0,3500000.0,6044931.0,,
2013-0261-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Guangdong Sheng, Zheijiang Sheng, Fujian Sheng provinces",No,No,No,,,Kph,25.8633,118.14,,2013.0,7.0,13.0,2013.0,7.0,15.0,3000.0,330917.0,,
2013-0268-NZL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,"Wellington's Central Business Center, Paraparaumu, Wainuiomata, Porirua, Hutt Valley areas (Wellington province)",No,No,No,,6.5,Moment Magnitude,-41.704,174.337,,2013.0,7.0,21.0,2013.0,7.0,21.0,13840.0,65399.0,,
2013-0272-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",No,No,No,,,Kph,22.7696,113.69,,2013.0,8.0,15.0,2013.0,8.0,21.0,8000000.0,2772904.0,,
2013-0273-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Qinghai Sheng, Nei Mongol Zizhiqu provinces",No,No,No,,93531.74,Km2,35.9161,100.18,,2013.0,8.0,18.0,2013.0,8.0,21.0,255000.0,597744.0,,
2013-0274-PHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Region III (Central Luzon) province (Pampanga district (Lubao, Floridablanca, Minalin areas), Bulacan district (Meycauayan area), Nueva Ecija district (Mariveles, Bataan, Malolos City, Carranglan areas), Zambales district (Olongapo area), Tarlac, Bataan districts), Region IV-A (Calabarzon) province (Rizal district (Teresa, Binangonan areas), Cavite district (Imus, Bacoor, Kawit, Noveleta, Tanza areas), Quezon district (Sariaya area), Laguna district), Region IV province (Mindoro Occidental district), National Capital region (NCR) province (Metropolitan Manila district (Las Pinas, Caloocan, Valenzuela, Navotas, Malabon areas)), Region I (Ilocos region) province (Pagasinan district), Cordillera Administrative region (CAR) province (Mountain Province district (Bontoc, Sagada areas), Benguet district (Tuba area), Abra district)",Yes,No,Yes,,50412.4,Km2,16.3191,121.14,,2013.0,8.0,13.0,2013.0,8.0,21.0,3096422.0,2864462.0,,
2013-0276-PAK,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Bolan District, Jaffarabad District, Jhal Magsi District, Kalat District, Kech District, Khuzdar District, Lasbela District, Loralai District, Mastung District, Nasirabad District, Quetta District, Sibi District districts (Balochistan province), Chitral District (North-West Frontier province), Bahawalpur District, Chakwal District, Dera Ghazi Khan District, Gujranwala District, Jhang District, Kasur District, Khanewal District, Layyah District, Mandi Bahauddin District, Mianwali District, Muzaffargarh District, Narowal District, Rahim Yar Khan District, Rajanpur District, Sahiwal District, Sheikhupura District, Sialkot District, Toba Tek Singh District, Vehari District districts (Punjab province), Dadu District, Ghotki District, Hyderabad District, Jacobabad District, Khairpur District, Larkana District, Mirpur Khas District, Naushahro Feroze District, Nawabshah District, Shikarpur District, Sukkur District districts (Sindh province)",No,No,No,,462763.09,Km2,28.7404,69.11,,2013.0,8.0,7.0,2013.0,8.0,21.0,1497725.0,1961960.0,,
2013-0277-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Missouri, Kansas, Tennessee, Arkansas, Oklahoma provinces",No,No,No,,123143.44,Km2,38.2138,-94.15,,2013.0,8.0,5.0,2013.0,8.0,12.0,6000.0,32699.0,,
2013-0278-RUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,"Zeya district (Amurskaya Oblast province) ; Yevreyskaya A. Oblast, Khabarovskiy Kray province",No,No,Yes,,102479.27,Km2,50.0043,128.42,"Amur, Zeya rivers",2013.0,8.0,1.0,2013.0,8.0,7.0,34135.0,1307974.0,,
2013-0280-SDN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,SDN,Sudan,Northern Africa,Africa,"Khartoum, Southern Darfur, Northern Darfur, Nile, Blue Nile, Southern Kordofan, Al Jazeera, Sennar, White Nile, Kassala, Northern Kordofan, Gadaref, Northern; Red Sea provinces",Yes,No,No,,645399.78,Km2,13.6883,28.99,,2013.0,8.0,1.0,2013.0,8.0,21.0,500133.0,9156.0,,
2013-0286-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"San Antonio town (Bexar district, Texas province)",No,No,No,,33907.85,Km2,28.899,-98.89,,2013.0,5.0,25.0,2013.0,5.0,28.0,300.0,2616.0,,
2013-0291-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Iowa, Michigan, Minnesota, Wisconsin provinces",No,No,No,,493136.77,Km2,38.8278,-88.64,,2013.0,4.0,22.0,2013.0,4.0,29.0,300.0,425091.0,,
2013-0314-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Benzilan village (Deqin Xian area, Deqen Tibetan district, Yunnan Sheng province)",No,No,No,,5.6,Moment Magnitude,28.2425,99.3502,,2013.0,8.0,31.0,2013.0,8.0,31.0,538050.0,202736.0,,
2013-0347-ROU,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Galati, Braila, Tulcea provinces",No,No,No,,7171.0,Km2,45.749,27.553,,2013.0,9.0,11.0,2013.0,9.0,15.0,5400.0,14388.0,,
2013-0354-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Lafayette, Lyons, Longmont towns (Boulder district, Colorado province), Larimer, El Paso, Broomfield districts (Colorado province), New Mexico province",No,No,Yes,,100404.0,Km2,38.002,-105.143,,2013.0,9.0,12.0,2013.0,9.0,19.0,21900.0,2485150.0,,
2013-0380-KHM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KHM,Cambodia,South-eastern Asia,Asia,"Battambang, Banteay Meanchey, Kampong Cham, Prey Veng, Kandal, Siem Reap, Kratie, Kampong Thom, Otdar Meanchey, Stung Treng, Pursat, Kampong Chhnang, Ratanak Kiri, Preah Vihear, Svay Rieng, Phnom Penh, Takeo, Pailin, Kampot provinces",No,No,No,,52283.0,Km2,12.658,105.084,Mekong river,2013.0,9.0,24.0,2013.0,10.0,14.0,1500000.0,653987.0,,
2013-0381-PAK,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,"Awaran District, Chagai District, Gwadar District, Kech District, Khuzdar District, Panjgur District districts (Balochistan province)",No,No,No,,7.7,Moment Magnitude,26.951,65.5009,,2013.0,9.0,24.0,2013.0,9.0,24.0,185749.0,130797.0,,
2013-0395-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Catigbian village (Bohol district, Region VII (Central Visayas) province), Cebu, Siquijor, Negros Oriental districts (Region VII (Central Visayas) province), Negros Occidental, Iloilo, Guimaras districts (Region VI (Western Visayas) province)",Yes,No,No,,7.1,Moment Magnitude,9.8796,124.1167,,2013.0,10.0,15.0,2013.0,10.0,15.0,3222224.0,67307.0,,
2013-0405-GTM,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)",No,No,No,,6.4,Moment Magnitude,14.6056,-92.1207,,2013.0,9.0,7.0,2013.0,9.0,7.0,572.0,2616.0,,
